0.384554,1,shades,649600
0.377186,1,shades,649600
0.534602,1,shades,649600
0.445371,1,shades,649600
0.447965,1,shades,649600
0.440494,1,shades,649600
0.828359,1,shades,649600
0.493077,1,shades,649600
0.861275,1,shades,649600
0.853587,1,shades,649600
1.332033,2,shades,649600
0.300370,2,shades,649600
0.346412,2,shades,649600
0.306649,2,shades,649600
0.353794,2,shades,649600
0.291634,2,shades,649600
0.690116,2,shades,649600
0.392962,2,shades,649600
0.369070,2,shades,649600
0.334528,2,shades,649600
0.196817,3,shades,649600
0.204303,3,shades,649600
0.199826,3,shades,649600
0.290017,3,shades,649600
0.195503,3,shades,649600
0.187362,3,shades,649600
0.187487,3,shades,649600
0.185559,3,shades,649600
0.194079,3,shades,649600
0.210047,3,shades,649600
0.184510,4,shades,649600
0.184510,4,shades,649600
0.171041,4,shades,649600
0.239968,4,shades,649600
0.147278,4,shades,649600
0.202846,4,shades,649600
0.201037,4,shades,649600
0.155354,4,shades,649600
0.164494,4,shades,649600
0.192250,4,shades,649600
0.165453,5,shades,649600
0.156673,5,shades,649600
0.184284,5,shades,649600
0.165720,5,shades,649600
0.155741,5,shades,649600
0.211736,5,shades,649600
0.150554,5,shades,649600
0.180947,5,shades,649600
0.177197,5,shades,649600
0.232785,5,shades,649600
0.179621,6,shades,649600
0.190864,6,shades,649600
0.192230,6,shades,649600
0.161605,6,shades,649600
0.178965,6,shades,649600
0.176228,6,shades,649600
0.169638,6,shades,649600
0.203848,6,shades,649600
0.215383,6,shades,649600
0.162085,6,shades,649600
0.238893,7,shades,649600
0.150203,7,shades,649600
0.200091,7,shades,649600
0.460968,7,shades,649600
0.258469,7,shades,649600
0.230203,7,shades,649600
0.285774,7,shades,649600
0.211629,7,shades,649600
0.158159,7,shades,649600
0.236228,7,shades,649600
0.177935,8,shades,649600
0.177968,8,shades,649600
0.162882,8,shades,649600
0.161818,8,shades,649600
0.169985,8,shades,649600
0.192677,8,shades,649600
0.188251,8,shades,649600
0.167618,8,shades,649600
0.151623,8,shades,649600
0.174310,8,shades,649600
0.198903,9,shades,649600
0.170486,9,shades,649600
0.176111,9,shades,649600
0.197711,9,shades,649600
0.196455,9,shades,649600
0.195787,9,shades,649600
0.178068,9,shades,649600
0.170444,9,shades,649600
0.179496,9,shades,649600
0.200335,9,shades,649600
0.191568,10,shades,649600
